,Company Name,Form Type,CIK,Date Filed,URL
3471,"KEMPHARM, INC",10-K,1434647,20190301,http://www.sec.gov/Archives/edgar/data/1434647/0001437749-19-003789-index.htm
3472,KVH INDUSTRIES INC \DE\,10-K,1007587,20190301,http://www.sec.gov/Archives/edgar/data/1007587/0001007587-19-000007-index.htm
3473,"Kennedy-Wilson Holdings, Inc.",10-K,1408100,20190301,http://www.sec.gov/Archives/edgar/data/1408100/0001408100-19-000051-index.htm
3474,Koppers Holdings Inc.,10-K,1315257,20190301,http://www.sec.gov/Archives/edgar/data/1315257/0001564590-19-005736-index.htm
3475,Kosmos Energy Ltd.,10-K,1509991,20190301,http://www.sec.gov/Archives/edgar/data/1509991/0001509991-19-000063-index.htm
3476,LAKELAND BANCORP INC,10-K,846901,20190301,http://www.sec.gov/Archives/edgar/data/846901/0000846901-19-000004-index.htm
3477,LEXINGTON REALTY TRUST NT,10-K,910108,20190301,http://www.sec.gov/Archives/edgar/data/910108/0001144204-19-011653-index.htm
3478,LINDE PLC NT,10-K,1707925,20190301,http://www.sec.gov/Archives/edgar/data/1707925/0001193125-19-061073-index.htm
3479,LKQ CORP,10-K,1065696,20190301,http://www.sec.gov/Archives/edgar/data/1065696/0001065696-19-000010-index.htm
3480,MARRIOTT INTERNATIONAL INC /MD/,10-K,1048286,20190301,http://www.sec.gov/Archives/edgar/data/1048286/0001628280-19-002337-index.htm
3481,MARRIOTT VACATIONS WORLDWIDE Corp,10-K,1524358,20190301,http://www.sec.gov/Archives/edgar/data/1524358/0001524358-19-000008-index.htm
3482,MARTEN TRANSPORT LTD,10-K,799167,20190301,http://www.sec.gov/Archives/edgar/data/799167/0001437749-19-003693-index.htm
3483,MAUI LAND & PINEAPPLE CO INC,10-K,63330,20190301,http://www.sec.gov/Archives/edgar/data/63330/0001437749-19-003802-index.htm
3484,MB FINANCIAL INC /MD,10-K,1139812,20190301,http://www.sec.gov/Archives/edgar/data/1139812/0001139812-19-000006-index.htm
3485,MEDICAL PROPERTIES TRUST INC,10-K,1287865,20190301,http://www.sec.gov/Archives/edgar/data/1287865/0001564590-19-005843-index.htm
3486,MEDIFAST INC,10-K,910329,20190301,http://www.sec.gov/Archives/edgar/data/910329/0001144204-19-011678-index.htm
3487,MERIT MEDICAL SYSTEMS INC,10-K,856982,20190301,http://www.sec.gov/Archives/edgar/data/856982/0000856982-19-000016-index.htm
3488,"MIMEDX GROUP, INC. NT",10-K,1376339,20190301,http://www.sec.gov/Archives/edgar/data/1376339/0001193125-19-061165-index.htm
3489,MONOLITHIC POWER SYSTEMS INC,10-K,1280452,20190301,http://www.sec.gov/Archives/edgar/data/1280452/0001437749-19-003798-index.htm
3490,"MPT Operating Partnership, L.P.",10-K,1524607,20190301,http://www.sec.gov/Archives/edgar/data/1524607/0001564590-19-005843-index.htm
3491,Main Street Capital CORP,10-K,1396440,20190301,http://www.sec.gov/Archives/edgar/data/1396440/0001047469-19-000819-index.htm
3492,"Marcus & Millichap, Inc.",10-K,1578732,20190301,http://www.sec.gov/Archives/edgar/data/1578732/0001193125-19-059132-index.htm
3493,Matador Resources Co,10-K,1520006,20190301,http://www.sec.gov/Archives/edgar/data/1520006/0001520006-19-000048-index.htm
3494,Maxar Technologies Inc.,10-K,1121142,20190301,http://www.sec.gov/Archives/edgar/data/1121142/0001558370-19-001372-index.htm
3495,"Medidata Solutions, Inc.",10-K,1453814,20190301,http://www.sec.gov/Archives/edgar/data/1453814/0001453814-19-000061-index.htm
3496,"Meridian Bancorp, Inc.",10-K,1600125,20190301,http://www.sec.gov/Archives/edgar/data/1600125/0001564590-19-005807-index.htm
3497,"Morningstar, Inc.",10-K,1289419,20190301,http://www.sec.gov/Archives/edgar/data/1289419/0001289419-19-000035-index.htm
3498,NATUS MEDICAL INC,10-K,878526,20190301,http://www.sec.gov/Archives/edgar/data/878526/0000878526-19-000045-index.htm
3499,NBT BANCORP INC,10-K,790359,20190301,http://www.sec.gov/Archives/edgar/data/790359/0001140361-19-004221-index.htm
3500,NEKTAR THERAPEUTICS,10-K,906709,20190301,http://www.sec.gov/Archives/edgar/data/906709/0001564590-19-005639-index.htm
3501,NEW YORK COMMUNITY BANCORP INC,10-K,910073,20190301,http://www.sec.gov/Archives/edgar/data/910073/0001193125-19-058546-index.htm
3502,NORTHWEST NATURAL GAS CO,10-K,73020,20190301,http://www.sec.gov/Archives/edgar/data/73020/0001733998-19-000004-index.htm
3503,National Bank Holdings Corp,10-K,1475841,20190301,http://www.sec.gov/Archives/edgar/data/1475841/0001558370-19-001401-index.htm
3504,"National Western Life Group, Inc.",10-K,1635984,20190301,http://www.sec.gov/Archives/edgar/data/1635984/0001635984-19-000009-index.htm
3505,"Northfield Bancorp, Inc.",10-K,1493225,20190301,http://www.sec.gov/Archives/edgar/data/1493225/0001493225-19-000019-index.htm
3506,"Northwest Bancshares, Inc.",10-K,1471265,20190301,http://www.sec.gov/Archives/edgar/data/1471265/0001471265-19-000005-index.htm
3507,Northwest Natural Holding Co,10-K,1733998,20190301,http://www.sec.gov/Archives/edgar/data/1733998/0001733998-19-000004-index.htm
3508,OCEANFIRST FINANCIAL CORP NT,10-K,1004702,20190301,http://www.sec.gov/Archives/edgar/data/1004702/0001004702-19-000024-index.htm
3509,OFFICE PROPERTIES INCOME TRUST,10-K,1456772,20190301,http://www.sec.gov/Archives/edgar/data/1456772/0001456772-19-000015-index.htm
3510,OMEROS CORP,10-K,1285819,20190301,http://www.sec.gov/Archives/edgar/data/1285819/0001628280-19-002324-index.htm
3511,OPPENHEIMER HOLDINGS INC,10-K,791963,20190301,http://www.sec.gov/Archives/edgar/data/791963/0000791963-19-000006-index.htm
3512,ORBCOMM Inc.,10-K,1361983,20190301,http://www.sec.gov/Archives/edgar/data/1361983/0001564590-19-005754-index.htm
3513,"ORMAT TECHNOLOGIES, INC.",10-K,1296445,20190301,http://www.sec.gov/Archives/edgar/data/1296445/0001437749-19-003760-index.htm
3514,Oasis Midstream Partners LP,10-K,1652133,20190301,http://www.sec.gov/Archives/edgar/data/1652133/0001652133-19-000013-index.htm
3515,Oasis Petroleum Inc.,10-K,1486159,20190301,http://www.sec.gov/Archives/edgar/data/1486159/0001486159-19-000006-index.htm
3516,Odenza Corp.,10-K,1489300,20190301,http://www.sec.gov/Archives/edgar/data/1489300/0001493152-19-002747-index.htm
3517,"On Deck Capital, Inc.",10-K,1420811,20190301,http://www.sec.gov/Archives/edgar/data/1420811/0001420811-19-000045-index.htm
3518,One Madison Corp,10-K,1712463,20190301,http://www.sec.gov/Archives/edgar/data/1712463/0001213900-19-003343-index.htm
3519,"Opko Health, Inc.",10-K,944809,20190301,http://www.sec.gov/Archives/edgar/data/944809/0000944809-19-000017-index.htm
3520,PACIFIC PREMIER BANCORP INC,10-K,1028918,20190301,http://www.sec.gov/Archives/edgar/data/1028918/0001028918-19-000027-index.htm
3521,PEOPLES BANCORP INC,10-K,318300,20190301,http://www.sec.gov/Archives/edgar/data/318300/0000318300-19-000095-index.htm
3522,"PNC FINANCIAL SERVICES GROUP, INC.",10-K,713676,20190301,http://www.sec.gov/Archives/edgar/data/713676/0000713676-19-000015-index.htm
3523,PNM RESOURCES INC,10-K,1108426,20190301,http://www.sec.gov/Archives/edgar/data/1108426/0001108426-19-000020-index.htm
3524,POPULAR INC,10-K,763901,20190301,http://www.sec.gov/Archives/edgar/data/763901/0001193125-19-059912-index.htm
3525,PORTOLA PHARMACEUTICALS INC,10-K,1269021,20190301,http://www.sec.gov/Archives/edgar/data/1269021/0001564590-19-005772-index.htm
3526,POTBELLY CORP,10-K,1195734,20190301,http://www.sec.gov/Archives/edgar/data/1195734/0001564590-19-005583-index.htm
3527,PQ Group Holdings Inc.,10-K,1708035,20190301,http://www.sec.gov/Archives/edgar/data/1708035/0001708035-19-000005-index.htm
3528,PRA GROUP INC NT,10-K,1185348,20190301,http://www.sec.gov/Archives/edgar/data/1185348/0001185348-19-000004-index.htm
3529,PREFERRED APARTMENT COMMUNITIES INC,10-K,1481832,20190301,http://www.sec.gov/Archives/edgar/data/1481832/0001481832-19-000011-index.htm
3530,PROVIDENCE SERVICE CORP,10-K,1220754,20190301,http://www.sec.gov/Archives/edgar/data/1220754/0001220754-19-000038-index.htm
3531,PROVIDENT FINANCIAL SERVICES INC,10-K,1178970,20190301,http://www.sec.gov/Archives/edgar/data/1178970/0001628280-19-002379-index.htm
3532,"PTC THERAPEUTICS, INC.",10-K,1070081,20190301,http://www.sec.gov/Archives/edgar/data/1070081/0001070081-19-000018-index.htm
3533,PUBLIC SERVICE CO OF NEW MEXICO,10-K,81023,20190301,http://www.sec.gov/Archives/edgar/data/81023/0001108426-19-000020-index.htm
3534,PUBLIX SUPER MARKETS INC,10-K,81061,20190301,http://www.sec.gov/Archives/edgar/data/81061/0000081061-19-000010-index.htm
3535,"PUMA BIOTECHNOLOGY, INC.",10-K,1401667,20190301,http://www.sec.gov/Archives/edgar/data/1401667/0001564590-19-005830-index.htm
3536,Pattern Energy Group Inc.,10-K,1561660,20190301,http://www.sec.gov/Archives/edgar/data/1561660/0001561660-19-000036-index.htm
3537,Pebblebrook Hotel Trust,10-K,1474098,20190301,http://www.sec.gov/Archives/edgar/data/1474098/0001474098-19-000026-index.htm
3538,"People's United Financial, Inc.",10-K,1378946,20190301,http://www.sec.gov/Archives/edgar/data/1378946/0001193125-19-060912-index.htm
3539,"Phunware, Inc. NT",10-K,1665300,20190301,http://www.sec.gov/Archives/edgar/data/1665300/0001213900-19-003363-index.htm
3540,"Planet Fitness, Inc.",10-K,1637207,20190301,http://www.sec.gov/Archives/edgar/data/1637207/0001637207-19-000009-index.htm
3541,ProPetro Holding Corp.,10-K,1680247,20190301,http://www.sec.gov/Archives/edgar/data/1680247/0001680247-19-000016-index.htm
3542,ProShares Trust II,10-K,1415311,20190301,http://www.sec.gov/Archives/edgar/data/1415311/0001193125-19-060564-index.htm
3543,Q BioMed Inc. NT,10-K,1596062,20190301,http://www.sec.gov/Archives/edgar/data/1596062/0001144204-19-011585-index.htm
3544,QUANTENNA COMMUNICATIONS INC,10-K,1370702,20190301,http://www.sec.gov/Archives/edgar/data/1370702/0001370702-19-000006-index.htm
3545,RAYONIER ADVANCED MATERIALS INC.,10-K,1597672,20190301,http://www.sec.gov/Archives/edgar/data/1597672/0001597672-19-000008-index.htm
3546,REDWOOD TRUST INC,10-K,930236,20190301,http://www.sec.gov/Archives/edgar/data/930236/0000930236-19-000006-index.htm
3547,RENT A CENTER INC DE,10-K,933036,20190301,http://www.sec.gov/Archives/edgar/data/933036/0000933036-19-000007-index.htm
3548,REPLIGEN CORP,10-K,730272,20190301,http://www.sec.gov/Archives/edgar/data/730272/0001193125-19-060645-index.htm
3549,RIDGEWOOD ENERGY A-1 FUND LLC,10-K,1457919,20190301,http://www.sec.gov/Archives/edgar/data/1457919/0001214659-19-001679-index.htm
3550,RIDGEWOOD ENERGY Q FUND LLC,10-K,1338474,20190301,http://www.sec.gov/Archives/edgar/data/1338474/0001214659-19-001681-index.htm
3551,RIDGEWOOD ENERGY S FUND LLC,10-K,1352190,20190301,http://www.sec.gov/Archives/edgar/data/1352190/0001214659-19-001682-index.htm
3552,RIDGEWOOD ENERGY T FUND LLC,10-K,1364397,20190301,http://www.sec.gov/Archives/edgar/data/1364397/0001214659-19-001683-index.htm
3553,RIDGEWOOD ENERGY V FUND LLC,10-K,1385662,20190301,http://www.sec.gov/Archives/edgar/data/1385662/0001214659-19-001685-index.htm
3554,"RIDGEWOOD ENERGY X FUND, LLC",10-K,1455741,20190301,http://www.sec.gov/Archives/edgar/data/1455741/0001214659-19-001687-index.htm
3555,RIDGEWOOD ENERGY Y FUND LLC,10-K,1434070,20190301,http://www.sec.gov/Archives/edgar/data/1434070/0001214659-19-001688-index.htm
3556,RLJ Lodging Trust,10-K,1511337,20190301,http://www.sec.gov/Archives/edgar/data/1511337/0001511337-19-000040-index.htm
3557,"ROKU, INC",10-K,1428439,20190301,http://www.sec.gov/Archives/edgar/data/1428439/0001564590-19-005829-index.htm
3558,ROLLINS INC,10-K,84839,20190301,http://www.sec.gov/Archives/edgar/data/84839/0001171200-19-000087-index.htm
3559,"Rangers Sub I, LLC",10-K,1715629,20190301,http://www.sec.gov/Archives/edgar/data/1715629/0001715629-19-000003-index.htm
3560,Resolute Forest Products Inc.,10-K,1393066,20190301,http://www.sec.gov/Archives/edgar/data/1393066/0001393066-19-000002-index.htm
3561,Ridgewood Energy O Fund LLC,10-K,1315061,20190301,http://www.sec.gov/Archives/edgar/data/1315061/0001214659-19-001680-index.htm
3562,Ridgewood Energy U Fund LLC,10-K,1377178,20190301,http://www.sec.gov/Archives/edgar/data/1377178/0001214659-19-001684-index.htm
3563,Ridgewood Energy W Fund LLC,10-K,1409947,20190301,http://www.sec.gov/Archives/edgar/data/1409947/0001214659-19-001686-index.htm
3564,"Riviera Resources, Inc.",10-K,1737204,20190301,http://www.sec.gov/Archives/edgar/data/1737204/0001564590-19-005570-index.htm
3565,SAFEGUARD SCIENTIFICS INC,10-K,86115,20190301,http://www.sec.gov/Archives/edgar/data/86115/0000086115-19-000005-index.htm
3566,"SANGAMO THERAPEUTICS, INC",10-K,1001233,20190301,http://www.sec.gov/Archives/edgar/data/1001233/0001564590-19-005808-index.htm
3567,SCHWEITZER MAUDUIT INTERNATIONAL INC,10-K,1000623,20190301,http://www.sec.gov/Archives/edgar/data/1000623/0001000623-19-000048-index.htm
3568,SENIOR HOUSING PROPERTIES TRUST,10-K,1075415,20190301,http://www.sec.gov/Archives/edgar/data/1075415/0001075415-19-000013-index.htm
3569,SERVICEMASTER GLOBAL HOLDINGS INC,10-K,1428875,20190301,http://www.sec.gov/Archives/edgar/data/1428875/0001428875-19-000023-index.htm
3570,SHUTTERFLY INC,10-K,1125920,20190301,http://www.sec.gov/Archives/edgar/data/1125920/0001125920-19-000008-index.htm
3571,SINCLAIR BROADCAST GROUP INC,10-K,912752,20190301,http://www.sec.gov/Archives/edgar/data/912752/0000912752-19-000012-index.htm
3572,SKECHERS USA INC,10-K,1065837,20190301,http://www.sec.gov/Archives/edgar/data/1065837/0001564590-19-005775-index.htm
3573,SOLITARIO ZINC CORP.,10-K,917225,20190301,http://www.sec.gov/Archives/edgar/data/917225/0000917225-19-000003-index.htm
3574,SOUTHERN COPPER CORP/,10-K,1001838,20190301,http://www.sec.gov/Archives/edgar/data/1001838/0001047469-19-000845-index.htm
3575,SS&C Technologies Holdings Inc,10-K,1402436,20190301,http://www.sec.gov/Archives/edgar/data/1402436/0001564590-19-005753-index.htm
3576,STAMPS.COM INC,10-K,1082923,20190301,http://www.sec.gov/Archives/edgar/data/1082923/0001082923-19-000025-index.htm
3577,STEEL PARTNERS HOLDINGS L.P.,10-K,1452857,20190301,http://www.sec.gov/Archives/edgar/data/1452857/0001452857-19-000006-index.htm
3578,STERLING BANCORP,10-K,1070154,20190301,http://www.sec.gov/Archives/edgar/data/1070154/0001070154-19-000009-index.htm
3579,SUMMIT FINANCIAL GROUP INC,10-K,811808,20190301,http://www.sec.gov/Archives/edgar/data/811808/0000811808-19-000006-index.htm
3580,SUPERNUS PHARMACEUTICALS INC,10-K,1356576,20190301,http://www.sec.gov/Archives/edgar/data/1356576/0001047469-19-000828-index.htm
3581,Sanchez Energy Corp,10-K,1528837,20190301,http://www.sec.gov/Archives/edgar/data/1528837/0001558370-19-001428-index.htm
3582,SeaSpine Holdings Corp,10-K,1637761,20190301,http://www.sec.gov/Archives/edgar/data/1637761/0001637761-19-000046-index.htm
3583,"SeaWorld Entertainment, Inc.",10-K,1564902,20190301,http://www.sec.gov/Archives/edgar/data/1564902/0001564590-19-005656-index.htm
3584,Security Devices International Inc.,10-K,1354866,20190301,http://www.sec.gov/Archives/edgar/data/1354866/0001062993-19-001105-index.htm
3585,Security Devices International Inc. NT,10-K,1354866,20190301,http://www.sec.gov/Archives/edgar/data/1354866/0001062993-19-001101-index.htm
3586,"Select Energy Services, Inc.",10-K,1693256,20190301,http://www.sec.gov/Archives/edgar/data/1693256/0001558370-19-001424-index.htm
3587,Seritage Growth Properties,10-K,1628063,20190301,http://www.sec.gov/Archives/edgar/data/1628063/0001564590-19-005833-index.htm
3588,"Sesen Bio, Inc.",10-K,1485003,20190301,http://www.sec.gov/Archives/edgar/data/1485003/0001485003-19-000015-index.htm
3589,Sipup Corp NT,10-K,1563227,20190301,http://www.sec.gov/Archives/edgar/data/1563227/0001213900-19-003370-index.htm
3590,"Sorrento Therapeutics, Inc. NT",10-K,850261,20190301,http://www.sec.gov/Archives/edgar/data/850261/0001144204-19-011673-index.htm
3591,"Strategic Education, Inc.",10-K,1013934,20190301,http://www.sec.gov/Archives/edgar/data/1013934/0001558370-19-001422-index.htm
3592,TEGNA INC,10-K,39899,20190301,http://www.sec.gov/Archives/edgar/data/39899/0000039899-19-000011-index.htm
3593,TEJON RANCH CO,10-K,96869,20190301,http://www.sec.gov/Archives/edgar/data/96869/0000096869-19-000004-index.htm
3594,TENNECO INC NT,10-K,1024725,20190301,http://www.sec.gov/Archives/edgar/data/1024725/0001193125-19-061197-index.htm
3595,"TERADYNE, INC",10-K,97210,20190301,http://www.sec.gov/Archives/edgar/data/97210/0001193125-19-059974-index.htm
3596,TEXAS NEW MEXICO POWER CO,10-K,22767,20190301,http://www.sec.gov/Archives/edgar/data/22767/0001108426-19-000020-index.htm
3597,"TG THERAPEUTICS, INC.",10-K,1001316,20190301,http://www.sec.gov/Archives/edgar/data/1001316/0001654954-19-002189-index.htm
3598,TOMPKINS FINANCIAL CORP,10-K,1005817,20190301,http://www.sec.gov/Archives/edgar/data/1005817/0001005817-19-000003-index.htm
3599,TOOTSIE ROLL INDUSTRIES INC,10-K,98677,20190301,http://www.sec.gov/Archives/edgar/data/98677/0001558370-19-001395-index.htm
3600,TORCHMARK CORP,10-K,320335,20190301,http://www.sec.gov/Archives/edgar/data/320335/0000320335-19-000006-index.htm
3601,TRIBUNE MEDIA CO,10-K,726513,20190301,http://www.sec.gov/Archives/edgar/data/726513/0000726513-19-000006-index.htm
3602,TRICO BANCSHARES /,10-K,356171,20190301,http://www.sec.gov/Archives/edgar/data/356171/0001193125-19-061167-index.htm
3603,TRIPLE-S MANAGEMENT CORP,10-K,1171662,20190301,http://www.sec.gov/Archives/edgar/data/1171662/0001140361-19-004117-index.htm
3604,TRUSTCO BANK CORP N Y,10-K,357301,20190301,http://www.sec.gov/Archives/edgar/data/357301/0001140361-19-004233-index.htm
3605,TWILIO INC,10-K,1447669,20190301,http://www.sec.gov/Archives/edgar/data/1447669/0001047469-19-000807-index.htm
3606,"Tabula Rasa HealthCare, Inc.",10-K,1651561,20190301,http://www.sec.gov/Archives/edgar/data/1651561/0001558370-19-001440-index.htm
3607,Targa Resources Corp.,10-K,1389170,20190301,http://www.sec.gov/Archives/edgar/data/1389170/0001564590-19-005727-index.htm
3608,Targa Resources Partners LP,10-K,1379661,20190301,http://www.sec.gov/Archives/edgar/data/1379661/0001564590-19-005734-index.htm
3609,TechnipFMC plc NT,10-K,1681459,20190301,http://www.sec.gov/Archives/edgar/data/1681459/0001681459-19-000009-index.htm
3610,"Tenable Holdings, Inc.",10-K,1660280,20190301,http://www.sec.gov/Archives/edgar/data/1660280/0001660280-19-000012-index.htm
3611,"TerraForm Power, Inc. NT",10-K,1599947,20190301,http://www.sec.gov/Archives/edgar/data/1599947/0001171843-19-001433-index.htm
3612,"Tracon Pharmaceuticals, Inc.",10-K,1394319,20190301,http://www.sec.gov/Archives/edgar/data/1394319/0001564590-19-005597-index.htm
3613,"TrueCar, Inc.",10-K,1327318,20190301,http://www.sec.gov/Archives/edgar/data/1327318/0001327318-19-000009-index.htm
3614,ULTIMATE SOFTWARE GROUP INC,10-K,1016125,20190301,http://www.sec.gov/Archives/edgar/data/1016125/0001016125-19-000041-index.htm
3615,UMB FINANCIAL CORP,10-K,101382,20190301,http://www.sec.gov/Archives/edgar/data/101382/0001564590-19-005761-index.htm
3616,UNITED BANKSHARES INC/WV,10-K,729986,20190301,http://www.sec.gov/Archives/edgar/data/729986/0001193125-19-060795-index.htm
3617,UNITED SECURITY BANCSHARES,10-K,1137547,20190301,http://www.sec.gov/Archives/edgar/data/1137547/0001628280-19-002383-index.htm
3618,UNITED STATES LIME & MINERALS INC,10-K,82020,20190301,http://www.sec.gov/Archives/edgar/data/82020/0001558370-19-001435-index.htm
