,Unnamed: 0,Company Name,Form Type,CIK,Date Filed,URL,EX21
3323,3323,ANGI Homeservices Inc.,10-K,1705110,20190301,http://www.sec.gov/Archives/edgar/data/1705110/0001705110-19-000002-index.htm,/Archives/edgar/data/1705110/000170511019000002/angi-ex211_20181231.htm
3324,3324,APACHE CORP,10-K,6769,20190301,http://www.sec.gov/Archives/edgar/data/6769/0001733037-19-000004-index.htm,/Archives/edgar/data/6769/000173303719000004/apaexhibit211201810-k.htm
3326,3326,ARRIS International plc,10-K,1645494,20190301,http://www.sec.gov/Archives/edgar/data/1645494/0001144204-19-011641-index.htm,/Archives/edgar/data/1645494/000114420419011641/tv513982_ex21.htm
3327,3327,ASGN Inc,10-K,890564,20190301,http://www.sec.gov/Archives/edgar/data/890564/0000890564-19-000019-index.htm,/Archives/edgar/data/890564/000089056419000019/a12312018ex211subsofthereg.htm
3328,3328,ASHFORD HOSPITALITY TRUST INC,10-K,1232582,20190301,http://www.sec.gov/Archives/edgar/data/1232582/0001232582-19-000016-index.htm,/Archives/edgar/data/1232582/000123258219000016/aht2018q410-kxex211.htm
3329,3329,ASSURED GUARANTY LTD,10-K,1273813,20190301,http://www.sec.gov/Archives/edgar/data/1273813/0001273813-19-000004-index.htm,/Archives/edgar/data/1273813/000127381319000004/ago-12312018x10kex211.htm
3331,3331,ASTRONICS CORP,10-K,8063,20190301,http://www.sec.gov/Archives/edgar/data/8063/0000008063-19-000009-index.htm,/Archives/edgar/data/8063/000000806319000009/atro-20181231xex21.htm
3334,3334,"Acadia Healthcare Company, Inc.",10-K,1520697,20190301,http://www.sec.gov/Archives/edgar/data/1520697/0001564590-19-005750-index.htm,/Archives/edgar/data/1520697/000156459019005750/achc-ex21_268.htm
3335,3335,"Accelerate Diagnostics, Inc",10-K,727207,20190301,http://www.sec.gov/Archives/edgar/data/727207/0001628280-19-002318-index.htm,/Archives/edgar/data/727207/000162828019002318/axdx-12312018xexh21.htm
3336,3336,Aegion Corp,10-K,353020,20190301,http://www.sec.gov/Archives/edgar/data/353020/0000353020-19-000002-index.htm,/Archives/edgar/data/353020/000035302019000002/exhibit21to2018form10-kq4.htm
3337,3337,"Air Transport Services Group, Inc.",10-K,894081,20190301,http://www.sec.gov/Archives/edgar/data/894081/0000894081-19-000040-index.htm,/Archives/edgar/data/894081/000089408119000040/ex2112018q4.htm
3338,3338,"Alarm.com Holdings, Inc.",10-K,1459200,20190301,http://www.sec.gov/Archives/edgar/data/1459200/0001459200-19-000007-index.htm,/Archives/edgar/data/1459200/000145920019000007/ex211subsidiariesoftheregi.htm
3339,3339,Altair Engineering Inc.,10-K,1701732,20190301,http://www.sec.gov/Archives/edgar/data/1701732/0001564590-19-005799-index.htm,/Archives/edgar/data/1701732/000156459019005799/altr-ex211_246.htm
3340,3340,"Alteryx, Inc.",10-K,1689923,20190301,http://www.sec.gov/Archives/edgar/data/1689923/0001689923-19-000006-index.htm,/Archives/edgar/data/1689923/000168992319000006/ex-211201810xk.htm
3341,3341,"Altice USA, Inc.",10-K,1702780,20190301,http://www.sec.gov/Archives/edgar/data/1702780/0001628280-19-002370-index.htm,/Archives/edgar/data/1702780/000162828019002370/exhibit2112-31x18.htm
3342,3342,Altra Industrial Motion Corp.,10-K,1374535,20190301,http://www.sec.gov/Archives/edgar/data/1374535/0001564590-19-005841-index.htm,/Archives/edgar/data/1374535/000156459019005841/aimc-ex211_6.htm
3343,3343,Altus Midstream Co,10-K,1692787,20190301,http://www.sec.gov/Archives/edgar/data/1692787/0001673379-19-000012-index.htm,/Archives/edgar/data/1692787/000167337919000012/altmexhibit211201810-k.htm
3344,3344,Ameris Bancorp,10-K,351569,20190301,http://www.sec.gov/Archives/edgar/data/351569/0000351569-19-000006-index.htm,/Archives/edgar/data/351569/000035156919000006/abcb12-31x2018exhibit211.htm
3345,3345,"Amneal Pharmaceuticals, Inc.",10-K,1723128,20190301,http://www.sec.gov/Archives/edgar/data/1723128/0001723128-19-000028-index.htm,/Archives/edgar/data/1723128/000172312819000028/amrx-12x31x2018xex211.htm
3346,3346,Apollo Global Management LLC,10-K,1411494,20190301,http://www.sec.gov/Archives/edgar/data/1411494/0001411494-19-000016-index.htm,/Archives/edgar/data/1411494/000141149419000016/exhibit211q418.htm
3347,3347,"AtriCure, Inc.",10-K,1323885,20190301,http://www.sec.gov/Archives/edgar/data/1323885/0001323885-19-000009-index.htm,/Archives/edgar/data/1323885/000132388519000009/atrc-20181231xex21.htm
3349,3349,"Avangrid, Inc.",10-K,1634997,20190301,http://www.sec.gov/Archives/edgar/data/1634997/0001634997-19-000009-index.htm,/Archives/edgar/data/1634997/000163499719000009/agr-ex211_8.htm
3351,3351,"BANC OF CALIFORNIA, INC.",10-K,1169770,20190301,http://www.sec.gov/Archives/edgar/data/1169770/0001169770-19-000005-index.htm,/Archives/edgar/data/1169770/000116977019000005/a12312018-ex210.htm
3352,3352,BANK OF HAWAII CORP,10-K,46195,20190301,http://www.sec.gov/Archives/edgar/data/46195/0000046195-19-000042-index.htm,/Archives/edgar/data/46195/000004619519000042/boh10k12312018exh211.htm
3353,3353,BERKSHIRE HILLS BANCORP INC,10-K,1108134,20190301,http://www.sec.gov/Archives/edgar/data/1108134/0001108134-19-000002-index.htm,/Archives/edgar/data/1108134/000110813419000002/ex21.htm
3354,3354,"BGC Partners, Inc.",10-K,1094831,20190301,http://www.sec.gov/Archives/edgar/data/1094831/0001564590-19-005654-index.htm,/Archives/edgar/data/1094831/000156459019005654/bgcp-ex211_14.htm
3355,3355,"BLUCORA, INC.",10-K,1068875,20190301,http://www.sec.gov/Archives/edgar/data/1068875/0001068875-19-000011-index.htm,/Archives/edgar/data/1068875/000106887519000011/ex-211subsidiariesofth.htm
3356,3356,BOINGO WIRELESS INC,10-K,1169988,20190301,http://www.sec.gov/Archives/edgar/data/1169988/0001047469-19-000834-index.htm,/Archives/edgar/data/1169988/000104746919000834/a2237888zex-21_1.htm
3357,3357,BOK FINANCIAL CORP ET AL,10-K,875357,20190301,http://www.sec.gov/Archives/edgar/data/875357/0000875357-19-000011-index.htm,/Archives/edgar/data/875357/000087535719000011/a20181231bokfex21.htm
3358,3358,BOYD GAMING CORP,10-K,906553,20190301,http://www.sec.gov/Archives/edgar/data/906553/0000906553-19-000009-index.htm,/Archives/edgar/data/906553/000090655319000009/exhibit211subsidiarylistin.htm
3360,3360,BRUKER CORP,10-K,1109354,20190301,http://www.sec.gov/Archives/edgar/data/1109354/0001047469-19-000839-index.htm,/Archives/edgar/data/1109354/000104746919000839/a2237863zex-21_1.htm
3361,3361,BRYN MAWR BANK CORP,10-K,802681,20190301,http://www.sec.gov/Archives/edgar/data/802681/0000802681-19-000068-index.htm,/Archives/edgar/data/802681/000080268119000068/bmtc201810-kex211xsubsidia.htm
3362,3362,Blackstone Group L.P.,10-K,1393818,20190301,http://www.sec.gov/Archives/edgar/data/1393818/0001193125-19-061011-index.htm,/Archives/edgar/data/1393818/000119312519061011/d663205dex211.htm
3363,3363,Blue Capital Reinsurance Holdings Ltd.,10-K,1582086,20190301,http://www.sec.gov/Archives/edgar/data/1582086/0001582086-19-000006-index.htm,/Archives/edgar/data/1582086/000158208619000006/exhibit21-bcrh12312018.htm
3364,3364,Brookfield Property REIT Inc.,10-K,1496048,20190301,http://www.sec.gov/Archives/edgar/data/1496048/0001496048-19-000003-index.htm,/Archives/edgar/data/1496048/000149604819000003/bpr12311810kexhibit211.htm
3366,3366,"CALIX, INC",10-K,1406666,20190301,http://www.sec.gov/Archives/edgar/data/1406666/0001406666-19-000029-index.htm,/Archives/edgar/data/1406666/000140666619000029/calx-20181231xex211subsidi.htm
3367,3367,CALLAWAY GOLF CO,10-K,837465,20190301,http://www.sec.gov/Archives/edgar/data/837465/0000837465-19-000002-index.htm,/Archives/edgar/data/837465/000083746519000002/ex-211q418.htm
3368,3368,CAPITAL SENIOR LIVING CORP,10-K,1043000,20190301,http://www.sec.gov/Archives/edgar/data/1043000/0001564590-19-005842-index.htm,/Archives/edgar/data/1043000/000156459019005842/csu-ex211_8.htm
3369,3369,CAROLINA FINANCIAL CORP,10-K,870385,20190301,http://www.sec.gov/Archives/edgar/data/870385/0001552781-19-000072-index.htm,/Archives/edgar/data/870385/000155278119000072/e19091_ex21.htm
3370,3370,CARRIZO OIL & GAS INC,10-K,1040593,20190301,http://www.sec.gov/Archives/edgar/data/1040593/0001040593-19-000009-index.htm,/Archives/edgar/data/1040593/000104059319000009/ex2114q18subsidiaries.htm
3371,3371,CASS INFORMATION SYSTEMS INC,10-K,708781,20190301,http://www.sec.gov/Archives/edgar/data/708781/0001206774-19-000648-index.htm,/Archives/edgar/data/708781/000120677419000648/cass3419464-ex21.htm
3372,3372,"CASTLIGHT HEALTH, INC.",10-K,1433714,20190301,http://www.sec.gov/Archives/edgar/data/1433714/0001433714-19-000009-index.htm,/Archives/edgar/data/1433714/000143371419000009/a2018ex-211subsidiariesoft.htm
3373,3373,CBL & ASSOCIATES LIMITED PARTNERSHIP,10-K,915140,20190301,http://www.sec.gov/Archives/edgar/data/915140/0000910612-19-000023-index.htm,/Archives/edgar/data/910612/000091061219000023/exhibit21-12x31x2018.htm
3374,3374,CBL & ASSOCIATES PROPERTIES INC,10-K,910612,20190301,http://www.sec.gov/Archives/edgar/data/910612/0000910612-19-000023-index.htm,/Archives/edgar/data/910612/000091061219000023/exhibit21-12x31x2018.htm
3375,3375,"CBRE GROUP, INC.",10-K,1138118,20190301,http://www.sec.gov/Archives/edgar/data/1138118/0001564590-19-005666-index.htm,/Archives/edgar/data/1138118/000156459019005666/cbg-ex21_10.htm
3376,3376,CIRCOR INTERNATIONAL INC,10-K,1091883,20190301,http://www.sec.gov/Archives/edgar/data/1091883/0001091883-19-000008-index.htm,/Archives/edgar/data/1091883/000109188319000008/cir_12312018ex21.htm
3377,3377,CISION LTD.,10-K,1701040,20190301,http://www.sec.gov/Archives/edgar/data/1701040/0001144204-19-011638-index.htm,/Archives/edgar/data/1701040/000114420419011638/tv513936_ex21-1.htm
3380,3380,CODEXIS INC,10-K,1200375,20190301,http://www.sec.gov/Archives/edgar/data/1200375/0001200375-19-000005-index.htm,/Archives/edgar/data/1200375/000120037519000005/exhibit211subsidiaries.htm
3381,3381,COHEN & STEERS INC,10-K,1284812,20190301,http://www.sec.gov/Archives/edgar/data/1284812/0001284812-19-000102-index.htm,/Archives/edgar/data/1284812/000128481219000102/cns10k-123118ex211.htm
3382,3382,"COMMUNITY BANK SYSTEM, INC.",10-K,723188,20190301,http://www.sec.gov/Archives/edgar/data/723188/0001140361-19-004202-index.htm,/Archives/edgar/data/723188/000114036119004202/ex21_1.htm
3383,3383,COMPASS MINERALS INTERNATIONAL INC,10-K,1227654,20190301,http://www.sec.gov/Archives/edgar/data/1227654/0001227654-19-000037-index.htm,/Archives/edgar/data/1227654/000122765419000037/cmp-20181231x10kxex211.htm
3384,3384,"COMSCORE, INC.",10-K,1158172,20190301,http://www.sec.gov/Archives/edgar/data/1158172/0001158172-19-000017-index.htm,/Archives/edgar/data/1158172/000115817219000017/exhibit211subs2018.htm
3385,3385,COMSTOCK RESOURCES INC,10-K,23194,20190301,http://www.sec.gov/Archives/edgar/data/23194/0001564590-19-005805-index.htm,/Archives/edgar/data/23194/000156459019005805/crk-ex21_12.htm
3386,3386,CROSS COUNTRY HEALTHCARE INC,10-K,1141103,20190301,http://www.sec.gov/Archives/edgar/data/1141103/0001628280-19-002315-index.htm,/Archives/edgar/data/1141103/000162828019002315/ccrn20181231-10kex21x1.htm
3387,3387,CVB FINANCIAL CORP,10-K,354647,20190301,http://www.sec.gov/Archives/edgar/data/354647/0001193125-19-060523-index.htm,/Archives/edgar/data/354647/000119312519060523/d679831dex21.htm
3389,3389,"CatchMark Timber Trust, Inc.",10-K,1341141,20190301,http://www.sec.gov/Archives/edgar/data/1341141/0001341141-19-000018-index.htm,/Archives/edgar/data/1341141/000134114119000018/exhibit211subsidiaries2018.htm
3392,3392,"Chefs' Warehouse, Inc.",10-K,1517175,20190301,http://www.sec.gov/Archives/edgar/data/1517175/0001517175-19-000003-index.htm,/Archives/edgar/data/1517175/000151717519000003/a12282018subsidiariesofthe.htm
3393,3393,Clearway Energy LLC,10-K,1637757,20190301,http://www.sec.gov/Archives/edgar/data/1637757/0001637757-19-000002-index.htm,/Archives/edgar/data/1637757/000163775719000002/clearwayllcex211201810-k.htm
3394,3394,"Colony Capital, Inc.",10-K,1679688,20190301,http://www.sec.gov/Archives/edgar/data/1679688/0001679688-19-000015-index.htm,/Archives/edgar/data/1679688/000167968819000015/exhibit211clny2018-listofs.htm
3395,3395,"Colony Credit Real Estate, Inc.",10-K,1717547,20190301,http://www.sec.gov/Archives/edgar/data/1717547/0001717547-19-000003-index.htm,/Archives/edgar/data/1717547/000171754719000003/clnc12312018exhibit211.htm
3396,3396,"Core-Mark Holding Company, Inc.",10-K,1318084,20190301,http://www.sec.gov/Archives/edgar/data/1318084/0001318084-19-000011-index.htm,/Archives/edgar/data/1318084/000131808419000011/a2018-exhibit211.htm
3397,3397,Criteo S.A.,10-K,1576427,20190301,http://www.sec.gov/Archives/edgar/data/1576427/0001576427-19-000014-index.htm,/Archives/edgar/data/1576427/000157642719000014/exhibit211subsidiaries1.htm
3398,3398,"Customers Bancorp, Inc.",10-K,1488813,20190301,http://www.sec.gov/Archives/edgar/data/1488813/0001488813-19-000009-index.htm,/Archives/edgar/data/1488813/000148881319000009/cubi-12312018xex211.htm
3399,3399,DENBURY RESOURCES INC,10-K,945764,20190301,http://www.sec.gov/Archives/edgar/data/945764/0000945764-19-000021-index.htm,/Archives/edgar/data/945764/000094576419000021/dnr-20181231xex21.htm
3401,3401,"DIEBOLD NIXDORF, Inc",10-K,28823,20190301,http://www.sec.gov/Archives/edgar/data/28823/0000028823-19-000069-index.htm,/Archives/edgar/data/28823/000002882319000069/dbd12312018ex-211.htm
3402,3402,DIGIRAD CORP,10-K,707388,20190301,http://www.sec.gov/Archives/edgar/data/707388/0000707388-19-000006-index.htm,/Archives/edgar/data/707388/000070738819000006/digirad10k2018exhibit211su.htm
3403,3403,DOVER MOTORSPORTS INC,10-K,1017673,20190301,http://www.sec.gov/Archives/edgar/data/1017673/0001104659-19-011995-index.htm,/Archives/edgar/data/1017673/000110465919011995/a19-30097_1ex21d1.htm
3405,3405,"Delek Logistics Partners, LP",10-K,1552797,20190301,http://www.sec.gov/Archives/edgar/data/1552797/0001552797-19-000011-index.htm,/Archives/edgar/data/1552797/000155279719000011/dkl-ex211xsubsidiaryli.htm
3406,3406,"Delek US Holdings, Inc.",10-K,1694426,20190301,http://www.sec.gov/Archives/edgar/data/1694426/0001694426-19-000021-index.htm,/Archives/edgar/data/1694426/000169442619000021/dk-ex211xsubsidiariesl.htm
3407,3407,"Discovery, Inc.",10-K,1437107,20190301,http://www.sec.gov/Archives/edgar/data/1437107/0001437107-19-000013-index.htm,/Archives/edgar/data/1437107/000143710719000013/a20181231-exhibit2110k.htm
3408,3408,E.W. SCRIPPS Co,10-K,832428,20190301,http://www.sec.gov/Archives/edgar/data/832428/0000832428-19-000007-index.htm,/Archives/edgar/data/832428/000083242819000007/ssp-ex2120181231x10k.htm
3409,3409,EAGLE BANCORP INC,10-K,1050441,20190301,http://www.sec.gov/Archives/edgar/data/1050441/0001387131-19-001635-index.htm,/Archives/edgar/data/1050441/000138713119001635/ex21-1.htm
3410,3410,EBIX INC,10-K,814549,20190301,http://www.sec.gov/Archives/edgar/data/814549/0000814549-19-000017-index.htm,/Archives/edgar/data/814549/000081454919000017/ebix-ex211_2018123110k.htm
3411,3411,ECOLAB INC.,10-K,31462,20190301,http://www.sec.gov/Archives/edgar/data/31462/0001558370-19-001379-index.htm,/Archives/edgar/data/31462/000155837019001379/ecl-20181231ex21133f4bf.htm
3413,3413,ELLIE MAE INC,10-K,1122388,20190301,http://www.sec.gov/Archives/edgar/data/1122388/0001122388-19-000013-index.htm,/Archives/edgar/data/1122388/000112238819000013/elli-20181231ex211.htm
3414,3414,ENTERPRISE PRODUCTS PARTNERS L P,10-K,1061219,20190301,http://www.sec.gov/Archives/edgar/data/1061219/0001061219-19-000007-index.htm,/Archives/edgar/data/1061219/000106121919000007/exhibit21_1.htm
3415,3415,"ENVESTNET, INC.",10-K,1337619,20190301,http://www.sec.gov/Archives/edgar/data/1337619/0001628280-19-002344-index.htm,/Archives/edgar/data/1337619/000162828019002344/env-20181231ex211.htm
3416,3416,"EVERBRIDGE, INC.",10-K,1437352,20190301,http://www.sec.gov/Archives/edgar/data/1437352/0001564590-19-005821-index.htm,/Archives/edgar/data/1437352/000156459019005821/evbg-ex211_7.htm
3417,3417,EVEREST RE GROUP LTD,10-K,1095073,20190301,http://www.sec.gov/Archives/edgar/data/1095073/0001095073-19-000011-index.htm,/Archives/edgar/data/1095073/000109507319000011/exhibit21-1.htm
3418,3418,EYEGATE PHARMACEUTICALS INC,10-K,1372514,20190301,http://www.sec.gov/Archives/edgar/data/1372514/0001144204-19-011634-index.htm,/Archives/edgar/data/1372514/000114420419011634/tv514566_ex21-1.htm
3420,3420,"Eldorado Resorts, Inc.",10-K,1590895,20190301,http://www.sec.gov/Archives/edgar/data/1590895/0001564590-19-005640-index.htm,/Archives/edgar/data/1590895/000156459019005640/eri-ex211_7.htm
3421,3421,Enstar Group LTD,10-K,1363829,20190301,http://www.sec.gov/Archives/edgar/data/1363829/0001363829-19-000023-index.htm,/Archives/edgar/data/1363829/000136382919000023/a2018q4-exx211listingo.htm
3424,3424,FGL Holdings,10-K,1668428,20190301,http://www.sec.gov/Archives/edgar/data/1668428/0001668428-19-000032-index.htm,/Archives/edgar/data/1668428/000166842819000032/fg-12312018x10xkex21.htm
3425,3425,FIFTH THIRD BANCORP,10-K,35527,20190301,http://www.sec.gov/Archives/edgar/data/35527/0001193125-19-059441-index.htm,/Archives/edgar/data/35527/000119312519059441/d680668dex21.htm
3427,3427,FIRST BANCORP /PR/,10-K,1057706,20190301,http://www.sec.gov/Archives/edgar/data/1057706/0001057706-19-000003-index.htm,/Archives/edgar/data/1057706/000105770619000003/fbp12312018x10k_211.htm
3428,3428,FIRST COMMONWEALTH FINANCIAL CORP /PA/,10-K,712537,20190301,http://www.sec.gov/Archives/edgar/data/712537/0000712537-19-000008-index.htm,/Archives/edgar/data/712537/000071253719000008/fcf-ex211_20181231x10xk.htm
3429,3429,FIRST COMMUNITY BANKSHARES INC /VA/,10-K,859070,20190301,http://www.sec.gov/Archives/edgar/data/859070/0001437749-19-003797-index.htm,/Archives/edgar/data/859070/000143774919003797/ex_135642.htm
3430,3430,FIRST MIDWEST BANCORP INC,10-K,702325,20190301,http://www.sec.gov/Archives/edgar/data/702325/0000702325-19-000020-index.htm,/Archives/edgar/data/702325/000070232519000020/fmbi12312018ex21.htm
3431,3431,FITBIT INC,10-K,1447599,20190301,http://www.sec.gov/Archives/edgar/data/1447599/0001628280-19-002374-index.htm,/Archives/edgar/data/1447599/000162828019002374/q42018exhibit211.htm
3432,3432,FLEETCOR TECHNOLOGIES INC,10-K,1175454,20190301,http://www.sec.gov/Archives/edgar/data/1175454/0001175454-19-000004-index.htm,/Archives/edgar/data/1175454/000117545419000004/ex211q42018.htm
3434,3434,"FORESCOUT TECHNOLOGIES, INC",10-K,1145057,20190301,http://www.sec.gov/Archives/edgar/data/1145057/0001145057-19-000011-index.htm,/Archives/edgar/data/1145057/000114505719000011/a12312018exhibit211.htm
3435,3435,FRONTIER COMMUNICATIONS CORP,10-K,20520,20190301,http://www.sec.gov/Archives/edgar/data/20520/0000020520-19-000005-index.htm,/Archives/edgar/data/20520/000002052019000005/ftr-20181231xex21.htm
